id,name,highest_office
482,M. Geganius (5) Macerinus,tr. mil. c. p. 367
483,T. Quinctius (35) Pennus Capitolinus Crispinus,cos. 354
484,"L. Aemilius (95, cf. 94) L. f. Mam. n. Mamercinus (or Mamercus)",cos. 366
485,-. Postumius (59) Regillensis Albinus,cens. 365
486,Sp. Furius (48) M. f. L. n. Camillus,pr. 366
487,Cn. Quinctius (22) T. f. T. n. Capitolinus,aed. cur. 366
489,L. Genucius (14) M. f. Cn. n. Aventinensis,cos. 365
490,Q. Servilius (35) Q. f. Q. n. Ahala,cos. 365
491,M. Popillius (20) M. f. C. n. Laenas,cos. 359
492,Cn. Genucius (13) M. f. M. n. Aventinensis,cos. 363
493,L. Manlius (54) A. f. A. n. Capitolinus Imperiosus,son of A. Manlius (9) (T. f. A. n. Capitolinus)
494,L. Pinarius (18) Natta,pr. 349
495,-. (Cornelius or Mucius)? (not in RE) Sca.u.la (Scapula or Scaevola)?,mag. eq. 362
496,M. Pomponius (8),tr. pl. 362
497,T. Manlius (57) L. f. A. n. Imperiosus Torquatus,cos. 347
498,M. Fabius (44) N. f. M. n. Ambustus,cos. 360
499,C. Poetelius (7) C. f. Q. n. Libo Visolus,cos. 360
500,Cn. Manlius (53) L. f. A. n. Capitolinus Imperiosus,cos. 359
501,C. Fabius (40) N. f. M. n. Ambustus,cos. 358
502,C. Plautius (27) P. f. P. n. Proculus,cos. 358
503,M. Valerius (299) L. f. L. n. Poplicola,cos. 355
505,C. Marcius (97) L. f. C. n. Rutilus,cos. 357
506,M. Duillius (7),tr. pl. 357
507,L. Menenius (1),tr. pl. 357
510,A. Cornelius (122) P. f. A. n. Cossus Arvina,cos. 343
511,P. Valerius (300) P. f. L. n. Poplicola,cos. 352
512,C. Iulius (17) (Iullus)?,dict. 352
513,L. Cornelius (322) P. f.  Scipio,cos. 350
514,C. Duillius (2),brother of? M. Duilius (7)
515,P. Decius (15) Q. f. Mus,cos. 340
516,"M. Papirius (22, cf. 48)",V vir mensarius 352
517,Q. Publilius (11) (Q. f. Q. n. Pob.? Philo)?,cos. 339
519,P. Cornelius (329) P. f.  Scipio,aed. cur. 366
520,M. Aemilius (not in RE),cos. b 349
521,T. Quinctius (19),cos. b 349
522,M. Valerius (137) M. f. M. n. Maximus Corvus,cos. 348
523,C. Plautius (31) Venox or Venno?,cos. 347
524,"M. Fabius (69, cf. 24) Dorsuo",cos. 345
525,Ser. Sulpicius (38) Camerinus Rufus,cos. 345
526,L. Furius (42) Sp. f. M. n. Camillus,cos. 338
528,Q. Fabius (47) Ambustus,dict. 321
529,L. Aemilius (101) (L. f. L. n. Mamercinus Privernas),cos. 341
530,L. Genucius (5),tr. pl. 342
531,P. Salonius (*1),tr. mil. before 341
533,L. Papirius (45) L. f. L. n. Crassus,cos. 336
534,L. Papirius (52) Sp. f. L. n. Cursor,cos. 320
536,T. Manlius (cf. 57 or 81) (Torquatus),praef. 340
537,M. Valerius (68),pont. 340
538,Ti. (or T.) Aemilius (100) Mamercinus,cos. 339
539,D. Iunius (60) Brutus Scaeva,cos. 325
540,C. Maenius (9) P. f. P. n.,cos. 338
541,C. Sulpicius (75) Ser. f. Q. n. Longus,cos. 337
542,P. Aelius (100) Paetus,cos. 337
543,C. Claudius (183) (Ap. f. P. n. Crassus) Inregillensis,son of Ap. Claudius (122) P. f. Ap. n. Crassus Inregillensis
544,C. Claudius (180) Hortator,mag. eq. 337
545,Minucia (68),Vestal. 337
546,K. Duillius (5),cos. 336
547,M. Atilius (49) Regulus Calenus,cos. 335
548,Sp. Postumius (*17) Albinus (Caudinus),cos. 334
549,T. Veturius (8) Calvinus,cos. 334
550,P. Cornelius (301) Rufinus,dict. 333
551,M. Antonius (26),mag. eq. 333
552,Cn. Domitius (42) Cn. f.  Calvinus,cos. 332
553,"M. Papirius (48, cf. 22) Crassus",dict. 332
554,"L. Papirius (16, cf. 46, 52) L. f. L. n. Crassus?",pr. 332
555,P. Cornelius (79) Calussa,pont. max.? 290 to after 254
556,C. Valerius (306) L. f. L. n. Potitus,cos. 331
557,M. Claudius (218) C. f. C. n. Marcellus,cos. 331
559,Q. Fabius (114) M. f. N. n. Maximus Rullianus,cos. 322
560,L. Plautius (33) L. f. L. n. Venox or Venno?,cos. 330
561,C. Plautius (18) P. f. P. n. Decianus,cos. 329
562,P. Plautius (28) Proculus,cos.? 328
563,"P. Cornelius (316, cf. 315) P. f. Scapula",cos.? 328
564,A. Postumius (9),cos. before 327
565,L. Cornelius (186) Lentulus,cos. 327
566,M. Flavius (19) Pol.?,tr. pl. 327
567,"L. Papirius (52, cf. 67) Sp. f. L. n. Cursor",cos. 326
568,L. Quinctius (11),son of? Cn. Quinctius (22) T. f. T. n. Capitolinus
569,L. Cominius (7),tr. mil. 325
570,M. Valerius (244) M. f. M. n. Maximus Corvinus?,cos. 312
571,Q. Aulius (2) Q. f. Q. n. Cerretanus,cos. 323
572,L. Fulvius (46) L. f. L. n. Pap. Curvus,cos. 322
576,M. Aemilius (110) Papus,dict. 321
577,L. Valerius (171) Flaccus,mag. eq. 321
578,-. Publilius (2),tr. mil. 321
579,M. Folius (3) C. f. M. n. Flaccinator,cos. 318
580,L. Livius (4),tr. pl. 320
581,Q. Maelius (3),tr. pl. 320
582,Ti. Numicius (3),tr. pl. 320
583,M. Antistius (16),tr. pl. 319
584,L. Plautius (34) L. f. L. n. Venox or Venno? or Venno,cos. 318
585,L. Papirius (46) L. f. M. n. Crassus,cens. 318
586,L. Furius (14),pr. 318
587,C. Iunius (62) C. f. C. n. Bubulcus Brutus,cos. 317
588,Q. Aemilius (34) Q. f. L. n. Barbula,cos. 317
589,Sp. Nautius (11) Sp. f. Sp. n. Rutilus,cos. 316
590,M. Popillius (21) M. f. M. n. Laenas,cos. 316
591,Ap. Claudius (91) C. f. Ap. n. Caecus,cos. 307
592,C. Fabius (41) M. f. N. n. Ambustus,mag. eq. suf. 315
593,M. Poetelius (6) M. f. M. n. Libo,cos. 314
594,-. Ovinius (1),tr. pl. 313
595,P. Fulvius (78) Longus,III vir col. deduc. 313
596,P. Decius (16) P. f. Q. n. Mus,cos. 312
597,C. Plautius (32) C. f. C. n. Venox,cens. 310
598,L. Cominius (2),tr. pl. before 311
599,C. (or M.) Laetorius (11) Mergus,tr. mil. 312
600,L. Atilius (12),tr. pl. 311
601,C. Marcius (98) C. f. L. n. Rutilus Censorinus,cos. 310
602,M. Decius (8),tr. pl. 311
603,P. Sempronius (85) P. f. C. n. Sophus,cos. 304
604,K. Fabius (19) M. f. N. n. (Maximus)?,brother of? Q. Fabius (114) M. f. N. n. Maximus Rullianus
605,C. Claudius (17),halfbrother of Q. Fabius (114) M. f. N. n. Maximus Rullianus
606,"P. Cornelius (41, cf. 66 and 316)",II vir naval.? 310
607,L. Furius (15),tr. pl. 308
608,L. Volumnius (13) C. f. C. n. Flamma Violens,cos. 307
609,L. Postumius (55) L. f. Sp. n. Megellus,cos. 305
610,Q. Marcius (106) Q. f. Q. n. Tremulus,cos. 306
611,P. Cornelius (66) A. f. P. n. Arvina,cos. 306
612,"P. Cornelius (344, cf. 316) Scipio Barbatus",cos.? 328
613,-. Iuventius (1) Pap.,aed. cur.? before 305
614,Ti. Minucius (34) Augurinus,cos. 305
615,M. Fulvius (47) L. f. L. n. Curvus Paetinus,cos. suff. 305
616,Cn. Flavius (15) Cn. f. or Ann. f.,aed. cur. 304
617,P. Sulpicius (97) Ser. f. P. n. Saverrio,cos. 304
619,Q. Anicius (5) Praenestinus,aed. cur. before 303
621,"Cn. Cornelius (71, cf. 316, 343) (Scipio) Barbatus Barbatus",pont.? 304
622,Ser. Cornelius (206) Cn. f. Cn. n. Lentulus,cos. 303
623,L. Genucius (15) Aventinensis,cos. 303
624,M. Livius (11) - f. C. n. Denter,cos. 302
625,M. Aemilius (116) L. f. L. n. Paullus,cos. 302
626,M. Titinius (11) C. f. C. n.,mag. eq. 302
628,L. Cornelius (343) Cn. f. Scipio Barbatus,cos. 298
629,Cn. Fulvius (88) Cn. f. Cn. n. Maximus Centumalus,cos. 298
630,Q. Appuleius (24) Pansa,cos. 300
631,Cn. Ogulnius (2),aed. cur. 296
632,Q. Ogulnius (5) L. f. A. n. Gallus,cos. 269
633,C. Genucius (3) (Augurinus),aug.? after 300
634,M. Minucius (42) Faesus,son of? Ti. Minucius (34) Augurinus
635,T. Publilius (9),aug. after 301
636,M. Fulvius (96) Cn. f. Cn. n. Paetinus,cos. 299
637,T. Manlius (81) (T. f. T. n.) Torquatus,cos. 299
638,Cn. Domitius (45) Cn. f. Cn. n. Calvinus Maximus,cos. 283
639,Sp. Carvilius (8) Q. f. - n. Maximus,aed. cur. 299
640,L. Papirius (53) L. f. Sp. n. Cursor,cos. 293
641,M'. Curius (9) M'. f. M'. n. Cor.? Dentatus,cos. 290
642,Q. Fabius (112) Q. f. M. n. Maximus Gurges,cos. 292
644,L. Aelius (99) Paetus,aed. pl. 296
645,C. Fulvius (45) Curvus,aed. pl. 296
646,L. Manlius (77) Torquatus,leg. lieut. 295
647,M. Atilius (50) M. f. M. n. Regulus,cos. 294
648,L. Opimius (12) Pansa,q. 294
649,Sp. Carvilius (9) C. f. C. n. Maximus,cos. 293
650,M. Scantius (1),tr. pl. 293
651,C. Caedicius (2),leg. lieut. 293
652,D. Iunius (61) D. f. Brutus Scaeva,cos. 292
653,Oct. Maecius (1),leg. lieut. 293
654,Sp. Nautius (4),leg. lieut. 293
655,Sp. Papirius (26) (Cursor)?,leg. lieut. 293
656,T. Trebonius (13),leg. lieut. 293
657,C. Iunius (56) C. f. C. n. Bubulcus Brutus,cos. 291
658,P. Cornelius (302) Cn. f. P. n. Rufinus,cos. 290
659,L. Papirius (61) Maso,aed. cur. before 289
660,Q. Caedicius (10) Q. f. - n. Noctua,cos. 289
661,P. Cornelius (56) A. f. P. n. Arvina,cos. 288
662,M. Claudius (219) (M. f. C. n.) Marcellus,cos. 287
663,C. Nautius (6) Rutilus,cos. 287
664,Q. Hortensius (7),dict. 287
665,M. Valerius (cf. 244) Maximus (Potitus)?,cos. 286
666,C. Aelius (97) Paetus,cos. 286
667,-. Aquillius (not in RE),tr. pl.? before 287 to after 201
668,C. Claudius (98) M. f. C. n. Canina,cos. 285
669,M. Aemilius (65) Lepidus,cos. 285
670,C. Aelius (5),tr. pl. 285
671,M. Aemilius (32) Q. f. L. n. Barbula,dict. before 284
672,C. Servilius (88) Tucca,cos. 284
673,L. Caecilius (92) Metellus Denter,cos. 284
674,P. Cornelius (139) Dolabella,cos. 283
675,C. Fabricius (9) C. f. C. n. Luscinus,cos. 282
676,Q. Aemilius (112) Cn. f. L. n. Papus,cos. 282
677,Decius Vibellius (Vibullius 1) Campanus,praef. soc.? 282
678,-.? Cornelius (not in RE),II vir naval.? 282
679,L. Valerius (59) (Flaccus),II vir naval.? 282
680,L. Aemilius (31) Q. f. Q. n. Barbula,cos. 281
681,Q. Marcius (78) Q. f. Q. n. Philippus,cos. 281
682,P. Valerius (213) Laevinus,cos. 280
683,Ti. Coruncanius (3) Ti. f. Ti. n. Pap.,cos. 280
684,P. Sulpicius (98) P. f. Ser. n. Saverrio,cos. 279
685,P. Decius (17) P. f. P. n. Mus,cos. 279
686,"-. Maenius (1, 2)",tr. pl. before 278
687,C. Genucius (17) L. f. L. n. Clepsina,cos. 276
688,L. Cornelius (210) Ti. f. Ser. n. Lentulus Caudinus,cos. 275
689,Ser. Cornelius (267) P. f. Ser. n. Merenda,cos. 274
690,L. Postumius (39) L. f. Albinus,rex. sacr. 275
691,C. Fabius (70) M. f. M. n. Licinus,cos. 273
692,N. Fabius (124) C. f. M. n. Pictor,cos. 266
693,Sextilia (31),Vestal. 273
695,L. Papirius (72) L. f. M. n. Praetextatus,cens. 272
696,K. Quinctius (36) L. f. Cn. n. Claudus,cos. 271
697,L. Genucius (18) L. f. L. n. Clepsina,cos. 271
698,Cn. Cornelius (73) P. f. Cn. n. Blasio,cos. 265
699,M. Fulvius (55) Q. f. M. n. Flaccus,cos. 264
700,C. Fabius (123) C. f. M. n. Pictor,cos. 269
701,P. Sempronius (86) P. f. P. n. Sophus,cos. 268
702,Ap. Claudius (317) Ap. f. C. n. Russus,cos. 268
703,M. Atilius (51) M. f. L. n. Pup.? Regulus,cos. 267
704,L. Iulius (318) L. f. L. n. Libo,cos. 267
705,"Q. Fabius (30, cf. 116)",aed. cur. before 266
706,Cn. Apronius (3),aed. before 266
707,D. Iunius (124) D. f. D. n. Pera Pera,cos. 266
709,Q. Fabius (cf. 112) Q. f. Q. n. Maximus Gurges,cos.? 265
710,L. Mamilius (14) (Q. f. M. n.) Vitulus,cos. 265
712,Q. Fabius (116) Q. f. Q. n. Fal.? Pup.? Maximus Ovicula Verrucosus Cunctator,cos. 233
713,Ap. Claudius (102) C. f. Ap. n. Caudex,cos. 264
714,C. Claudius (18),tr. mil. 264
715,K. Fabius? (not in RE),leg. env. 264
716,M'. Valerius (247) M. f. M. n. Maximus Messalla,cos. 263
718,L. Postumius (56) L. f. L. n. Megellus,cos. 262
719,Q. Mamilius (15) Q. f. M. n. Vitulus,cos. 262
720,L. Valerius (172) M. f. L. n. Flaccus,cos. 261
721,T. Otacilius (11) C. f. M'. n. Crassus,cos. 261
722,L. Cornelius (323) L. f. Cn. n. Scipio,cos. 259
723,Cn. Cornelius (341) L. f. Cn. n. Scipio Asina,cos. 260
724,C. Duillius (3) M. f. M. n.,cos. 260
725,"C. Caecilius (10a, Supb. 1.266)",tr. mil. 260
726,C. Aquillius (20) M. f. C. n. Florus,cos. 259
727,A. Atilius (36) A. f. C. n. Caiatinus,cos. 258
728,C. Sulpicius (81) Q. f. Q. n. Paterculus,cos. 258
729,Q. Caedicius (7),tr. mil. 258
730,M. Calpurnius (42) Flamma,tr. mil. 258
731,-. Laberius (1),tr. mil. 258
732,C. Atilius (47) M. f. M. n. Regulus,cos. 257
733,M. Laetorius (12) M. f. M. n. Plancianus,mag. eq. 257
734,L. Manlius (101) A. f. P. n. Vulso Longus,cos. 256
735,Q. Caedicius (8) Q. f. Q. n.,cos. 256
736,-. Nautius (1),tr. mil. 256
737,-. Calpurnius (31) Crassus,leg. lieut. 256
738,Ser. Fulvius (97) M. f. M. n. Paetinus Nobilior,cos. 255
739,M. Aemilius (117) M. f. L. n. Paullus,cos. 255
740,Q. Mamilius (12) Q. f. Turrinus,pont.? 254
742,Cn. Servilius (43) Cn. f. Cn. n. Caepio,cos. 253
743,C. Sempronius (28) Ti. f. Ti. n. Blaesus,cos. 253
744,P. Claudius (304) Ap. f. C. n. Pulcher,cos. 249
745,C. Furius (75) C. f. C. n. Pacilus,cos. 251
746,C. Aurelius (94) L. f. C. n. Cotta,cos. 252
747,P. Servilius (62) Q. f. Cn. n. Geminus,cos. 252
748,P. Aurelius (187) Pecuniola,tr. mil.? 252
749,Q. Cassius (20),tr. mil. 252
750,-. Valerius (3),tr. mil. 252
751,L. Caecilius (72) L. f. C. n. Metellus,cos. 251
752,P. Cornelius (382) P. f. Sulla,son of P. Cornelius (302) Cn. f. P. n. Rufinus
753,L. Iunius (133) C. f. L. n. Pullus,cos. 249
754,M. Claudius (166) C. f. Glicia,dict. 249
755,C. Fundanius (5) C. f. Q. n. Fundulus,cos. 243
756,-. Pullius (1),tr. pl. 248
757,N. Fabius (55) M. f. M. n. Buteo,cos. 247
758,A. Manlius (87) T. f. T. n. Torquatus Atticus,cos. 244
759,M'. Otacilius (10) C. f. M'. n. Crassus,cos. 263
760,M. Fabius (94) C. f. M. n. Licinus,cos. 246
761,Ti. Sempronius (50) Ti. f. C. n. Gracchus,cos. 238
762,M. Fabius (53) M. f. M. n. Buteo,cos. 245
763,C. Atilius (33) A. f. A. n. Bulbus,cos. 245
764,C. Sulpicius (65) C. f. Ser. n. Galus,cos. 243
765,C. Lutatius (4) C. f. C. n. Catulus,cos. 242
766,A. Postumius (30) A. f. L. n. Albinus,cos. 242
767,Q. Valerius (157) Q. f. P. n. Falto,cos. 239
768,Q. Lutatius (13) C. f. C. n. Cerco,cos. 241
769,-. Genucius (1),tr. pl. before 240
770,L. Publicius (16a) Malleolus,aed. pl. 241
771,M. Publicius (22) L. f. L. n. Malleolus,cos. 232
772,M. Mulvius (3),III vir noct. c. 241
773,Cn. Lollius (5),III vir noct. c. 241
774,L. Sextilius (8),III vir noct. c. 241
776,C. Claudius (104) Ap. f. C. n. Centho,cos. 240
777,M. Sempronius (93) C. f. M. n. Tuditanus,cos. 240
778,C. Mamilius (11) Q. f. Q. n. Turrinus,cos. 239
779,P. Valerius (155) Q. f. P. n. Falto,cos. 238
780,L. Cornelius (211) L. f. Ti. n. Lentulus Caudinus,cos. 237
781,Q. Fulvius (59) M. f. Q. n. Flaccus,cos. 237
782,P. Cornelius (213) L. f. Ti. n. Lentulus Caudinus,cos. 236
783,C. Licinius (174) P. f. P. n. Varus,cos. 236
784,M. Claudius (115) Clineas,leg. lieut. 236
785,M'. Aemilius (103) M'. f. (Lepidus)? Numida,son of? M'. Aemilius (D)
786,M. Livius (32) M. f. M. n. Salinator,son of? M. Livius (13) Drusus
787,T. Manlius (82) T. f. T. n. Torquatus,cos. 235
788,L. Postumius (40) A. f. A. n. Albinus,cos. 234
789,Sp. Carvilius (10) Sp. f. C. n. Maximus (Ruga),cos. 234
790,P. Cornelius (42),pr. 234
791,M'. Pomponius (17) M'. f. M'. n. Matho,cos. 233
792,M. Aemilius (66) M. f. M. n. Lepidus,cos. 232
793,C. Flaminius (2) C. f. L. n.,cos. 223
794,M. Pomponius (18) M'. f. M'. n. Matho,cos. 231
795,"C. Papirius (6, 57) C. f. L. n. Maso",cos. 231
796,M. Aemilius (33) L. f. Q. n. Barbula,cos. 230
797,M. Iunius (126) D. f. D. n. Pera,cos. 230
798,Cn. Octavius (cf. 79) Sca.? Rufus,q. c. 230
799,C. Coruncanius (1),son of Ti. Coruncanius (3) Ti. f. Ti. n. Pap.
800,L. Coruncanius (2),son of Ti. Coruncanius (3) Ti. f. Ti. n. Pap.
801,P. Iunius (26),leg. amb.? 230
802,Tuccia (or Luccia)? (12),Vestal. 230
803,Cn. Fulvius (42) Cn. f. Cn. n. Centumalus,cos. 229
805,P. Valerius (181) L. f. M. n. Flaccus,cos. 227
806,M. Atilius (52) M. f. M. n. Regulus,cos. 227
807,M. Valerius (211) P. f. P. n. Laevinus,cos. a 220
808,M. Valerius (251) M'. f. M. n. (Maximus) Messalla,cos. 226
809,L. Apustius (4) L. f. C. n. Fullo,cos. 226
810,M. Claudius (220) M. f. M. n. Marcellus,cos. 222
811,C. Scantinius (3) Capitolinus,aed. pl. before 225
812,L. Aemilius (108) Q. f. Cn. n. Papus,cos. 225
813,C. Atilius (48) M. f. M. n. Regulus,cos. 225
814,P. Furius (80) Sp. f. M. n. Philus,cos. 223
815,M. Cornelius (92) M. f. M. n. Cethegus,cos. 204
816,Q. Sulpicius (16),flam. before 222
817,Cn. Cornelius (345) L. f. L. n. Scipio Calvus,cos. 222
818,C. Terentius (83) C. f. M. n. Varro,cos. 216
819,P. Cornelius (342) (Cn. f. L. n.) Scipio Asina,cos. 221
820,M. Minucius (52) C. f. C. n. Rufus,cos. 221
822,Q. Mucius (19) P. f.  Scaevola,cos. a 220
823,C. Lutatius (5) C. f. C. n. Catulus,cos. b 220
824,L. Veturius (19) L. f. Post. n. Philo,cos. b 220
825,"M. Metilius (1, 9)",tr. pl. before 219
826,L. Aemilius (118) M. f. M. n. Paullus,cos. 219
827,M. Livius (33) M. f. M. n. Pol. Salinator,cos. 219
828,L. Furius (36) Bibaculus,pr. before 300 to after 101
829,-. Maenius (1),tr. pl. before 218
830,Q. Baebius (45) Cn. f. Tamphilus,pr. before 218
831,-. Furius (cf. 36) Bibaculus,salius 219
832,P. Cornelius (330) L. f. L. n. Scipio Africanus,cos. 218
833,Ti. Sempronius (66) C. f. C. n. Longus,cos. 218
834,"M. Aemilius (19, 67) (Lepidus)",pr. 218
835,C. Atilius (62) Serranus,pr. 218
836,L. Manlius (92) (Vulso),pr. 219
837,Q. Claudius (29),tr. pl. 218
838,"C. Fulvius (10, cf. 52)",q. 218
839,L. Lucretius (4),q. 218
840,"C. Licinius (12, cf. 174) (Varus)?",leg. amb. 218
841,Q. Terentius (30),pr. before 218
842,M. Antistius (15),leg. env. 218
843,Sex. Pomponius (14),leg. lieut. 218
844,-. Dasius (1),praef. 218
845,C. Servilius (59) (Geminus),pr. before 218
846,M. Annius (15),pr. before 218
847,M'. Acilius (9),pr. before 218
848,C. Herennius (4),III vir agr. dand. assig.? 218
849,"C. Papirius (58, cf. 23) Maso",III vir agr. dand. assig.? 218
850,"P. Papirius (58, 23, 64) Maso",III vir agr. dand. assig. 218
851,Cn. Cornelius (not in RE) Scipio,III vir agr. dand. assig. 218
852,Cn. Servilius (61) P. f. Q. n. Geminus,cos. 217
853,"M. Pomponius (18, 21) M'. f. M'.? n. Matho",aug. 204
854,M. Aemilius (128) Regillus,pr. 217
855,A. Cornelius (257) Mammula,pr. 217
856,T. Otacilius (12) Crassus,pr. 217
857,-. Pomponius (20) (Matho)?,pr. 217
858,Ap. Claudius (293) P. f. Ap. n. Pulcher,cos. 212
859,M. Metilius (9),tr. pl. 217
860,Ti. Sempronius (32) Blaesus,q. 217
861,C. Centenius (1),propr. 217
862,P. Cincius (not in RE),leg. lieut. 217
864,C. Pupius (3),duovir aed. loc. 217
865,K. Quinctius (41) Flamininus,pr. before 218
866,Ti. Sempronius (51) Ti. f. Ti. n. Gracchus,cos. 215
869,C. Laetorius (2),pr. 210
870,M. Aurelius (103) Cotta,aed. pl. 216
871,M. Claudius (221) Marcellus,aed. pl. 216
872,Q. Baebius (26) Herennius,tr. pl. 216
873,M. Minucius (20),tr. pl. 216
874,L. Scribonius (16) Libo,pr. 204
875,L. Atilius (13),q. 216
876,L. Furius (35) Bibaculus,q. 216
877,"Cn. Cornelius (176, 21) L. f. L. n. Lentulus",cos. 201
878,P. Cornelius (336) P. f. L. n. Scipio Africanus,cos. 205
879,Q. Fabius (103) Q. f. Q. n. Maximus,cos. 213
880,Cn. Octavius (16),pr. 205
881,L. Publicius (16) Bibulus,tr. mil. 216
882,P. Sempronius (96) C. f. C. n. Tuditanus,cos. 204
883,Q. Fabius (126) Pictor,father of Q. Fabius (127) Q. f. Pictor
884,C. Aurelius (15),leg. lieut. 216
885,M. Iunius (169) D. f. D. n. Silanus,cos. 109
886,Marius Statilius (7),praef. 216
887,M. Atilius (20),II vir aed. ded. 216
888,C. Atilius (11),pr. c. 218
889,Q. Aelius (103) P. f. Paetus,pr. before 218
890,P. Scantinius (2),pont. before 215
891,Q. Caecilius (81) L. f. L. n. Metellus,cos. 206
892,L. Cantilius (1),pont. before 215
893,Floronia (1),Vestal. 216
894,Opimia (14),Vestal. 216
895,C. Oppius (8),tr. pl. 215
897,L. Antistius? (not in RE) Pol. Reginus,tr. pl. 103
898,L. Apustius (1),leg. lieut. 215
899,T. Maecilius (3) Croto,leg. lieut. 215
900,L. Atilius (14),praef. 215
901,L. Valerius (99) Vot.? Antias,praef.? 215
902,P. Valerius (182) Flaccus,son of? P. Valerius (181) L. f. M. n. Flaccus
903,P. Cornelius (200) Lentulus,pr. 214
904,Cn. Fulvius (43) Cn. f. Cn. n. Centumalus,cos. 211
905,L. Caecilius (73) Metellus,tr. pl. 213
906,-. Pomponius (not in RE?),propr. 214
907,M. Porcius (9) M. f. Pap. Cato 'Censorius',cos. 195
908,C. Claudius (246) Ti. f. Ti. n. Arn. Nero,cos. 207
909,M. Livius (24) (Macatus)?,praef. 209
910,Q. Naevius (14) Crista,praef. soc. 214
912,M. Atilius (53) Regulus,pr. 213
913,M. Fundanius (6) Fundulus,aed. pl. 213
914,L. Villius (9) Tappulus,pr. 199
915,Q. Statorius (13),leg. env. 213
916,T. Quinctius (38) L. f. L. n. Crispinus,cos. 208
917,L. Pinarius (3),praef. 213
918,T. Pomponius (27) Veientanus,eq. R. ?
919,Cn. Servilius (44) Cn. f. Cn. n. Caepio,cos. 203
921,C. Papirius (58) L. f. Maso,pr. before 218
923,P. Cornelius (383) Sulla,pr. 212
924,Cn. Fulvius (54) Flaccus,pr. 212
925,M. Iunius (167) Silanus,pr. 212
926,P. Licinius (69) P. f. P. n. Crassus Dives,cos. 205
927,L. Carvilius (3),tr. pl. 212
928,Sp. Carvilius (6),tr. pl. 212
929,C. Servilius (51) Casca,tr. pl. 212
930,L. Valerius (173) P. f. L. n. Flaccus,cos. 195
931,C. Servilius (60) C. f. P. n. Geminus,cos. 203
932,D. Iunius (18),leg. lieut.? 212
934,V. Accaus (Vibius 8),praef. soc. 212
935,M. Atinius (4),praef. 212
936,P. Sulpicius (64) Ser. f. P. n. Galba Maximus,cos. 211
937,"C. Calpurnius (61, cf. 8) Piso",pr. 211
938,L. Cornelius (187) Lentulus,pr. 211
939,C. Sulpicius (8) (Galus),pr. 211
940,-. Memmius (1),aed. pl. before 210
941,P. Aquillius (not in RE),tr. pl. c. 211
942,C. Sempronius (29) Blaesus,tr. pl. 211
943,L. Marcius (101) Septimius,Eques uncertain date
944,"Ti. Fonteius (14, cf. 27)",leg. lieut. 211
945,C. Fulvius (52) Flaccus,son of M. Fulvius (55) Q. f. M. n. Flaccus
947,T. Popillius (13),leg. lieut. 211
948,L. Porcius (22) Pap.? Licinus,pr. 207
949,"L. Veturius (20, cf. 3a) L. f. L. n. Philo",cos. 206
950,P. Villius (3),III vir noct. c. 211
952,C. Livius (29) M. f. M. n. Salinator,cos. 188
953,M. Servilius (78) C. f. P. n. Pulex Geminus,cos. 202
956,C. Claudius (not in RE),flam. Dial. before 210
957,L. Cincius (5) Alimentus,pr. 210
958,L. Manlius (46) Acidinus Fulvianus,pr. 210
959,P. Manlius (98) Vulso,pr. 210
960,P. Licinius (175) Varus,pr. 208
961,Q. Catius (3),aed. pl. 210
962,C. Arrenius (1),tr. pl. 210
963,"L. Arrenius (2, 3)",tr. pl. 210
964,"L. Atilius (15, cf. 13, 14, 16)",tr. pl. c. 190
